"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:658","36,15 m²","zapytaj","1 ","do wykonczenia","parter","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022",NA,NA,"nie","telewizja kablowa, internet",NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/perspektywa-1-7-j-mk-3-ID4gLVY","gdansk",NA
"1:659","32,05 m²","zapytaj","1 ","do wykonczenia","parter","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022",NA,NA,"nie","telewizja kablowa, internet",NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/perspektywa-1-7-k-mk-3-ID4gLPm","gdansk",NA
"1:660","27,37 m²","pelna wlasnosc","2 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"366 949 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-balkon-ID4gLPg","gdansk",NA
"1:661","15,19 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"255 966 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-15m2-ID4gLPd","gdansk",NA
"1:662","25,94 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335 015 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-25m2-taras-ID4gLPe","gdansk",NA
"1:663","21,5 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"330 562 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-21m2-balkon-ID4gLP5","gdansk",NA
"1:664","17,15 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284 775 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-17m2-balkon-ID4gLP4","gdansk",NA
"1:665","27,35 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359 953 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-balkon-ID4gLP1","gdansk",NA
"1:666","17,15 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288 994 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-17m2-balkon-ID4gLP3","gdansk",NA
"1:667","17,15 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284 775 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-17m2-balkon-ID4gLOT","gdansk",NA
"1:668","17,15 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288 994 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-17m2-balkon-ID4gLOS","gdansk",NA
"1:669","27,37 m²","pelna wlasnosc","2 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"366 949 zl","https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-inwestycyjny-27m2-balkon-ID4gLOR","gdansk",NA
"1:670","17,15 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280 845 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-17m2-balkon-ID4gLOQ","gdansk",NA
"1:671","17,15 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284 775 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-17m2-balkon-ID4gLOJ","gdansk",NA
"1:672","15,86 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"263 355 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-15m2-taras-ID4gLOC","gdansk",NA
"1:673","17,15 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284 775 zl","https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-17m2-balkon-ID4gLOA","gdansk",NA
"1:674","37 m²","pelna wlasnosc","2 ","do remontu","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ","1950","kamienica",NA,"nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica","cegla","370 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-gdansk-wrzeszcz-chrobrego-ID4gLDQ","gdansk",NA
"1:675","34,1 m²","zapytaj","1 ","zapytaj","3/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2013","blok",NA,"nie",NA,NA,NA,NA,NA,"348 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-gdansk-jasien-ID4gAXT","gdansk",NA
"1:676","35,5 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4gIQF","gdansk",NA
"1:677","31,59 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-31m2-balkon-bez-prowizji-ID4gIRq","gdansk",NA
"1:678","36,93 m²","pelna wlasnosc","2 ","zapytaj","4/5","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,"pom. uzytkowe",NA,"352 681,50 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-w-najnizszej-cenie-mozliwe-rabaty-ID4gLhc","gdansk","2023-06-30"
"1:679","35,76 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,"352 236 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-w-dobrej-cenie-szybki-odbior-ID4gLh9","gdansk","2022-08-31"
"1:680","35 m²","zapytaj","2 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"314 500 zl","https://www.otodom.pl/pl/oferta/promocja-oferta-wazna-do-konca-maja-szybki-odbior-ID4gLc4","gdansk","2022-10-08"
"1:681","37,88 m²","pelna wlasnosc","2 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979",NA,NA,"nie",NA,NA,NA,NA,NA,"359 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-gdansk-orunia-sw-wojciech-lipce-ID4gL8h","gdansk",NA
"1:682","33,99 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-33m2-ogrodek-bez-prowizji-ID4gIRr","gdansk",NA
"1:683","36,93 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-ID4gIKR","gdansk",NA
"1:684","34,49 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak","internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica",NA,"336 500 zl","https://www.otodom.pl/pl/oferta/2-pok-z-ogrodkiem-wydanie-iv-kwartal-2022-r-ID4gKs4","gdansk",NA
"1:685","31,5 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","balkon","280 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2008","blok",NA,"nie","internet","teren zamkniety, domofon / wideofon, monitoring / ochrona","meble","piwnica, pom. uzytkowe",NA,"339 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-gotowa-do-zamieszkania-ID4gKqD","gdansk","2022-06-01"
"1:686","34,65 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-ogrodek-bez-prowizji-ID4gIRL","gdansk",NA
"1:687","31,23 m²","zapytaj","2 ","zapytaj","3/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"316 985 zl","https://www.otodom.pl/pl/oferta/nowy-etap-sprzedazy-2-pokoje-gdansk-2023-odbior-ID4gKhP","gdansk",NA
"1:688","35,76 m²","zapytaj","2 ","zapytaj","1/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"352 236 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-od-9850-zl-m2-w-gdansku-odbior-2022r-ID4gKhN","gdansk",NA
"1:689","36,66 m²","zapytaj","2 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,NA,"nie",NA,NA,NA,NA,NA,"342 500 zl","https://www.otodom.pl/pl/oferta/2-pokoje-od-9300-zl-mkw-gdansk-lostowice-ID4gKhL","gdansk",NA
"1:690","38 m²","pelna wlasnosc","2 ","do zamieszkania","3/10","balkon","500 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak","internet",NA,NA,"piwnica, pom. uzytkowe","wielka plyta","448 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-skm-awf-mozliwy-garaz-oliwa-ID4gK1P","gdansk",NA
"1:691","36,93 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4gIMq","gdansk",NA
"1:692","38 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","500 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"nie",NA,"domofon / wideofon",NA,"pom. uzytkowe","wielka plyta","499 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-przymorzu-idealne-pod-inwestycje-ID4gJFj","gdansk","2022-05-17"
"1:693","35,13 m²","zapytaj","2 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022",NA,"plastikowe","nie",NA,NA,NA,"pom. uzytkowe",NA,"317 130 zl","https://www.otodom.pl/pl/oferta/mieszkanie-35m2-gdansk-lostowice-ID4fVKL","gdansk",NA
"1:694","33,16 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-bezposrednio-ID4gEdL","gdansk",NA
"1:695","35,16 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gIRQ","gdansk",NA
"1:696","31,42 m²","pelna wlasnosc","2 ","do wykonczenia","3/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-31m2-balkon-bezposrednio-ID4gIRO","gdansk",NA
"1:697","35,51 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4gIRu","gdansk",NA
"1:698","35,03 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gIRo","gdansk",NA
"1:699","35,64 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4gIR2","gdansk",NA
"1:700","35,5 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4gIQW","gdansk",NA
"1:701","34,52 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4gIQV","gdansk",NA
"1:702","35,51 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gIQN","gdansk",NA
"1:703","35,5 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4gIQH","gdansk",NA
"1:704","35,64 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4gIQC","gdansk",NA
"1:705","35,63 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4gIQx","gdansk",NA
"1:706","35,76 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-ID4gIQy","gdansk",NA
"1:707","35,5 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gIQv","gdansk",NA
"1:708","35,64 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gIQu","gdansk",NA
"1:709","35,63 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4gIQr","gdansk",NA
"1:710","35,64 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","balkon","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-balkon-ID4gIQp","gdansk",NA
"1:711","35,77 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-ID4gIQl","gdansk",NA
"1:712","35,77 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-bezposrednio-ID4gIQk","gdansk",NA
"1:713","35,77 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","taras, ogródek","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-bez-prowizji-ID4gIQi","gdansk",NA
"1:714","33,84 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2014",NA,"plastikowe","nie",NA,NA,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",NA,NA,"459 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-z-duzym-ogrodkiem-ID4gIF5","gdansk",NA
"1:715","33 m²","pelna wlasnosc","2 ","do zamieszkania","2/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2017",NA,"plastikowe","nie",NA,NA,"meble","pom. uzytkowe",NA,"360 000 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-z-komorka-i-miejscem-postojowym-ID4gIEP","gdansk",NA
"1:716","33,5 m²","pelna wlasnosc","1 ","do zamieszkania","parter/3","ogródek","250 zl","garaz/miejsce parkingowe","zapytaj","inne","wtórny","biuro nieruchomosci ","2001","blok","plastikowe","nie","internet","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","pom. uzytkowe",NA,"360 000 zl","https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-z-ogrodkiem-chelm-ujescisko-ID4gIpB","gdansk","2022-05-11"
"1:717","33 m²","pelna wlasnosc","2 ","do zamieszkania","3/17","balkon","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2018","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona",NA,NA,NA,"599 000 zl","https://www.otodom.pl/pl/oferta/bastion-walowa-kawalerka-z-balkonem-33m2-ID4gHXe","gdansk",NA
"1:718","31 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","> 10/10","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok",NA,"tak","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica, pom. uzytkowe",NA,"324 000 zl","https://www.otodom.pl/pl/oferta/pod-inwestycje-piekny-widok-szybkie-wydanie-ID4g1UA","gdansk",NA
"1:719","31,14 m²","pelna wlasnosc","1 ","do zamieszkania","4/5","zapytaj","360 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","tak","telewizja kablowa, internet","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","meble",NA,"silikat","478 000 zl","https://www.otodom.pl/pl/oferta/nowe-ul-walowa-gdansk-31m2-galeria-pkp-motlawa-ID4gGxI","gdansk",NA
"1:720","30,1 m²","pelna wlasnosc","1 ","zapytaj","4/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2013",NA,NA,"tak",NA,NA,NA,NA,NA,"589 000 zl","https://www.otodom.pl/pl/oferta/piekny-apartament-w-sercu-starowki-m-parkingowe-ID4gGvZ","gdansk",NA
"1:721","36,48 m²","zapytaj","2 ","zapytaj","2/3","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"nie",NA,NA,NA,NA,"cegla","334 000 zl","https://www.otodom.pl/pl/oferta/2pokoje-gdansk-lostowice-odbior-sierpien-2022r-ID4gGmq","gdansk",NA
"1:722","33,23 m²","zapytaj","1 ","zapytaj","1/8","ogródek, taras","zapytaj","zapytaj","tak","zapytaj","pierwotny","deweloper","2024",NA,NA,"nie",NA,NA,NA,"piwnica",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-doki-living-do-ef-1-112-ID4eKAD","gdansk",NA
"1:723","27 m²","pelna wlasnosc","1 ","do zamieszkania","5/5","balkon","320 zl","zapytaj","Film","miejskie","wtórny","biuro nieruchomosci ","2021","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon",NA,NA,"silikat","433 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-w-centrum-ul-walowa-23-vat-ID4gd7K","gdansk",NA
"1:724","29,3 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,"pom. uzytkowe",NA,"415 000 zl","https://www.otodom.pl/pl/oferta/swietnie-zlokalizowana-kawalerka-z-osobna-kuchnia-ID4gG0G","gdansk","2022-06-30"
"1:725","31,92 m²","zapytaj","1 ","zapytaj","> 10/16","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"478 385 zl","https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-z-widokiem-na-morze-ID4gFVz","gdansk",NA
"1:726","23,15 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","240 zl","zapytaj","","miejskie","wtórny","biuro nieruchomosci ","1968","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica","cegla","374 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-do-wlasnej-aranzacji-balkon-komunikacja-ID4gzwC","gdansk",NA
"1:727","36,66 m²","zapytaj","2 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe",NA,"344 500 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-i-osiedle-pastelowe-ID4gFcB","gdansk",NA
